id,cn_name,en_name,ranking,tags,description,url
104,加州大学洛杉矶分校,University of California, Los Angeles,15,公立常春藤|帕克十二联盟|美国大学协会|环太平洋大学联盟,加州大学洛杉矶分校，简称UCLA，是一所公立综合性研究型大学，创办于1919年，是加州大学系统中的第三所大学，提供包括学士、硕士与博士在内331种不同的学位课程。该校坐落于洛杉矶西部，日落大道的南部，是洛杉矶地区最精华的地段，最安全及时尚的区域。UCLA是美国享誉盛名的高等学府，多位教授曾获诺贝尔奖、古根汉研究院会员、美国国家科学学院院士等。该校是环太平洋大学联盟和国际公立大学论坛成员，被誉为“公立常春藤”。,https://www.compassedu.hk/univ_104_12
100,加州大学伯克利分校,University of California, Berkeley,17,公立常春藤|美国大学协会,加利大学伯克利分校，位于旧金山东湾伯克利市，是美国最负盛名且最顶尖的一所公立研究型大学，被誉为“公立常春藤”，是美国大学协会成员、全球大学校长论坛成员，入选英国政府“高潜力人才签证计划”。该校创建于1868年，是加州大学十个分校中历史最悠久的一所。加州大学伯克利分校在世界范围内拥有崇高的学术声誉，拥有丰富的教学资源，研究水平坚厚，与斯坦福大学、麻省理工学院等一同被誉为美国工程科技界的学术领袖。,https://www.compassedu.hk/univ_100_12
96,莱斯大学,Rice University,18,新常春藤|美国大学协会,莱斯大学（简称Rice），1891年创建于美国休斯敦市，是美国南方学府，一所私立研究型大学，属于“新常春藤”、美国大学协会成员。莱斯大学多年来以高水平的教学态度、低廉的学费，小班规模的教学吸引了不少家庭经济条件不是很好的学子前来求学。莱斯大学有着优秀的应用科学、工程学和计算机科学研究生项目，其在材料科学、纳米科学、人工心脏研究、以及太空科学、能源经济等领域占有世界领先的地位。,https://www.compassedu.hk/univ_96_12
97,范德堡大学,Vanderbilt University,18,新常春藤|美国大学协会,范德堡大学（简称VU）创立于1873年，是一所位于田纳西州的私立研究型大学。该校是闻名全美的名牌大学，也是美国南方的少数的顶级名校之一，属于“新常春藤”之一。范德堡大学的最大特色是CPLE，学生不论修读任何学系，均须修读人文学科、基本科学、历史及外文，以符合人文教育的宗旨。范德堡大学学科齐全，设施完备，建有医学中心、自然科学研究中心、美术馆、天文观测台、公共政策研究所、生物实验站等科研机构。,https://www.compassedu.hk/univ_97_12
98,圣母大学,University of Notre Dame,18,新常春藤|十大联盟非正式成员,圣母大学，简称ND，是一所私立天主教、研究型大学，位于美国印地安纳州，是公认全美排名前二十名的高等学府。圣母大学于1842年创立，文理兼顾，属于“新常春藤”名校之一。ND拥有全美最大的校友网络，校友会在世界范围内都相当活跃。学校十分注重对学生价值观的培养，其方式之一就是鼓励学生关心社会和服务社会。迄今为止，圣母大学已产出2位诺贝尔奖得主，20名被誉为“全球本科诺贝尔奖”的罗德学者，25名美国人文与科学院院士。,https://www.compassedu.hk/univ_98_12
93,圣路易斯华盛顿大学,Washington University in St. Louis,21,新常春藤|美国大学协会|大学研究协会,圣路易斯华盛顿大学，简称“WashU”，是一个地处美国中心地带的私立大学。WashU为美国大学协会、大学研究协会、橡树岭大学联盟和美国独立学院与大学协会的成员。在学术排名中，圣路易斯华盛顿大学长年一直在《美国新闻与世界报导》美国国内大学排名中位于全美前20。该校是前10名获得美国本土联邦研究支持的大学，迄今已产生26名与诺贝尔奖相关的教授和学者。,https://www.compassedu.hk/univ_93_12
102,卡内基梅隆大学,Carnegie Mellon University,21,美国大学协会|新常春藤|全球大学校长论坛,卡内基梅隆大学（缩写为CMU）是一所位于美国宾夕法尼亚州匹兹堡的研究型私立大学。学校面积不大，学科门类不多，但在其所设立的几乎所有专业都居于世界领先水平。该校拥有享誉全国的认知心理学、管理和公共关系学、写作和修辞学、应用历史学、哲学和生物科学专业，设置了世界顶尖的机器人学和戏剧学项目，是全世界建立最早的计算机学院之一。卡内基梅隆大学的软件工程专业被喻为皇冠上的明珠，遥遥领先于其它名校。该校是“新常春藤”、全球大学校长论坛成员。,https://www.compassedu.hk/univ_102_12
107,密歇根大学安娜堡分校,University of Michigan, Ann Arbor,21,公立常春藤|十大联盟,密西根大学安娜堡分校，创建于1817年，校本部位于美国密西根州安娜堡市，是一所公立研究型大学，被誉为公立常春藤，入选英国政府“高潜力人才签证计划”。密西根大学是美国历史最为悠久的研究型大学之一，是美国中西部十大联盟之一。该校设有19个学院，各学院的学术水平排名领先群雄，其中商业管理学院、建筑设计学院、牙医学院、法学院、公共卫生学院及社会工作学院均列美国高校同类学院的前5位。,https://www.compassedu.hk/univ_107_12
99,埃默里大学,Emory University,24,新常春藤|美国大学协会|美国独立学院与大学协会,埃默里大学，创校于1836年，位于美国亚特兰大，是一所私立研究型大学，是佐治亚州第二老的私立高校。埃默里大学商学院和公共卫生学院在美国素有盛誉，该校是参加国家过敏症和传染病研究所肺结核研究项目的四所研究单位之一，国家级公共卫生机构国际联盟的总部位在埃默里大学；其商学院本科课程在著名杂志BusinessWeek里排名全美第3。该校建筑采用大理石建成，曾参与承办1996年亚特兰大奥运会，拥有一个国家自然保护区。,https://www.compassedu.hk/univ_99_12
101,乔治城大学,Georgetown University,24,爱国者联盟|全球大学校长论坛,乔治城大学，位于美国首都华盛顿特区，是一所著名的私立研究型大学，建于1789年，是美国最古老的天主教大学和耶稣会大学。乔治城大学是美国首都声誉最高的大学，属于全球大学校长论坛成员、爱国者联盟附属成员。乔治城大学有“政客乐园”之称，其法学院建于国会山，距离最高法院仅数步之遥。乔治城大学有超过450名毕业生担任或曾任美国国会议员，培养了2位美国总统。乔治城大学较优秀的学科包括美国研究、历史、外交事务、政府和神学等，其国际关系研究被学界评为美国最佳之一。,https://www.compassedu.hk/univ_101_12
105,弗吉尼亚大学,University of Virginia,24,公立常春藤|新常春藤|美国大学协会,弗吉尼亚大学（简称UVA）是由美国第三任总统创建的一所公立研究型大学，其校区曾是北美唯一名列联合国教育科学文化组织《世界遗产名单》的高等院校校区。在美国历史上，弗吉尼亚大学以其首创建筑、天文和哲学等学术领域而著称，同时也是第一所将教育独立于教会的高校。学校成立至今一直保持中等偏小的规模，拥有大批的杰出学者和学科，该校师生比较高，教学上坚持采用小班化精品路线。弗吉尼亚大学是美国最顶尖的公立大学之一，是“公立常春藤”和25所“新常春藤”成员。,https://www.compassedu.hk/univ_105_12
103,南加州大学,University of Southern California,27,帕克十二联盟|美国大学协会|环太平洋大学联盟,南加利福尼亚大学（USC），简称“南加大”。该校位于美国加州洛杉矶市，1880年创立，是加州最古老的私立研究型大学。南加州大学是一所科研教学水平一流、校园文化生活丰富的世界著名私立大学，拥有庞大的校友网络“特洛伊家族”，其中十亿美元以上富翁人数居全美高校第四。南加州大学的课程水平极受肯定，其中商学院、电影、传播、建筑、医学及理工学院等科系在美国大学中相当知名。南加大距离好莱坞十分近，拥有全球最顶尖的电影艺术学院。该校是美国大学协会、环太平洋大学联盟成员之一。,https://www.compassedu.hk/univ_103_12
138,北卡罗来纳大学教堂山分校,University of North Carolina at Chapel Hill,27,公立常春藤|新常春藤|大西洋海岸联盟,北卡罗来纳大学教堂山分校创建于1789年，是一所男女同校的公立研究型大学。该大学是北卡罗来纳大学系统最古老的教育机构，是被列入公立常春藤的最初的几所大学之一，且是北卡罗来纳州大学系统的旗舰机构。该校是一所综合性的大学，拥有理学、工学、商学、医学、法学、哲学、文学等各大学科的学位授予权，是北卡罗来纳大学系统中，门类最全、科目最多、实力最强的一所。该校教师和校友包括9位诺贝尔奖得主、23位普利策奖得主和51位罗德学者。,https://www.compassedu.hk/univ_138_12
145,加州大学圣地亚哥分校,University of California, San Diego,29,环太平洋大学联盟|国际公立大学论坛|美国大学协会|高潜力人才签证计划,加州大学圣地亚哥分校（UCSD），是一所公立研究型大学，属环太平洋大学联盟、国际公立大学论坛和美国大学协会成员，入选英国政府“高潜力人才签证计划”。UCSD是北美一个重要的研究中心，以其活跃创新的学术风气吸引着来自世界各地的学生、学者及研究人员，迅速成长为世界顶尖学府。该校设有8个本科通识学院、5个学术型研究学院和5个专业型研究学院，同时管理19个研究中心，共有专业140多个，其中神经科学、海洋学、生物工程、生理学、药剂学、戏剧和舞蹈、遗传学、地质科学、细胞和发育生物学、生物化学等硕士学业被列为美国质量最高之一。,https://www.compassedu.hk/univ_145_12
142,纽约大学,New York University,30,美国大学协会|高潜力人才签证计划,纽约大学，简称“NYU”，成立于1831年，是一所著名私立研究型大学，为美国大学协会成员及新常春藤之一。主校区位于曼哈顿格林威治村附近，以华盛顿广场为中心，是全美境内规模最大的私立非营利高等教育机构。NYU偏重人文艺术及社会科学，研究生院享有很高的声誉，属下的帝势艺术学院是全美最佳的美术学院之一；斯特恩商学院是蜚声世界的著名商学院；柯朗数学科学研究所是美国排名第一的应用数学研究机构。该校校友、教授及研究人员共有38名诺贝尔奖得主、8名图灵奖得主。根据福布斯发布的全球富豪榜，该校校友是世上最富有群体之一。,https://www.compassedu.hk/univ_142_12
156,德克萨斯大学奥斯汀分校,University of Texas at Austin,30,公立常春藤|美国大学协会,德克萨斯大学奥斯汀分校（UT-Austin），成立于1883年，是一所著名公立研究型大学，属于德克萨斯大学系统的旗舰大学，亦为最初的八所公立常春藤学校之一。奥斯汀得州大学是美国联邦主要的学术研究中心，每年的研究经费高达6亿美元。教职员中亦不乏有诺贝尔奖、普利策奖及美国国家科学奖得主。该校以其自然科学学院，工程学院、商学院以及教育学院闻名于世，共有49个专业位居全美前十，名列全美公立大学前三。2024年，该校在全美USNews中排名第32位，在全球大学中排名第43位。,https://www.compassedu.hk/univ_156_12
168,佛罗里达大学,University of Florida,30,公立常春藤|美国大学协会,undefined,https://www.compassedu.hk/univ_168_12
144,佐治亚理工学院,Georgia Institute of Technology,33,公立常春藤|大西洋海岸联盟|新工科教育国际联盟,undefined,https://www.compassedu.hk/univ_144_12
148,加州大学戴维斯分校,University of California, Davis,33,公立常春藤|美国大学协会|环太平洋大学联盟|国际公立大学论坛,加州大学戴维斯分校，简称UCD，创立于1905年，位于美国加利福尼亚州戴维斯市，隶属于加利福尼亚大学系统，是一所美国公立研究型大学，被誉为公立常春藤。该校下设10个学院，以农林、工程、管理、经济、法律、健康、社会、人文及艺术等科系著称，更是世界兽医、环境、语言、农业和经济可持续发展的研究和教育中心。该校是美国大学协会、环太平洋大学联盟、国际公立大学论坛成员。该校采用Quarter制，即一年3学期，每学期11周。,https://www.compassedu.hk/univ_148_12
154,加州大学欧文分校,University of California, Irvine,33,公立常青藤|美国大学协会|国际公立大学论坛,加州大学欧文分校（UCI），是一所世界级的研究型大学，也是加州大学系统中十大分校之一，被誉为“公立常青藤”，名列美国大学协会成员。该校有16个教学单位，开设学士、硕士和博士学位课程224个，拥有法律、商学、工程学、医药学、化学、生命科学、物理学、数学、计算机科学等优秀的研究生专业。学校有生物身体组织博物馆、Zeiss电子透射显微镜、扫描探针显微镜、扫描隧道显微镜、原子炉、飞秒超快激光等设备。截至2024年3月，该校培养出7位诺贝尔奖得主、7位普利策奖得主，成为美国重要的研究型高等学府。,https://www.compassedu.hk/univ_154_12
155,伊利诺伊大学香槟分校,University of Illinois at Urbana-Champaign,33,公立常春藤|十大联盟|美国大学协会|国际大学气候联盟,伊利诺伊大学香槟分校（UIUC），建于1867年，是一所著名的公立研究型大学，为美国十大联盟创始院校之一，亦为美国大学协会成员，被誉为公立常春藤。截至2024年5月，该校设有15个学院和教学单位，拥有32个图书馆藏，有150多所实验室、研究中心，是美国规模最为庞大的公立研究型大学之一。该校在工程领域素负盛名，其工程学院在全世界获得许多赞誉。该校校友创办或合作创办了特斯拉、甲骨文、Youtube、Paypal、AMD等世界知名公司和IT产品，以及JavaScript、Swift等编程语言。,https://www.compassedu.hk/univ_155_12
108,塔夫茨大学,Tufts University,37,新常春藤|美国大学协会,塔夫茨大学位于美国马萨诸塞州，是一所美国著名大学，也是25所“新常春藤”成员、美国大学协会成员之一。塔夫茨大学拥有美国最古老和最富盛名的国际关系研究生院之一：弗莱彻法律与外交学院。著名的生物医学研究中心塔夫茨医学中心是该校医学院的主要教学医院。另外，塔夫茨大学更有在营养学上名声在外的弗里德曼营养科学与政策学院。塔夫茨大学毕业的校友中，财富100强的CEO数量名列全美第二。,https://www.compassedu.hk/univ_108_12
238,波士顿学院,Boston College,37,大西洋海岸联盟|新常春藤,波士顿学院（BC），成立于1863年，是一所私立研究型大学，也是一所天主教大学。波士顿学院历史悠久，其古老的校园内拥有北美洲最早的哥特式建筑，并被列入历史遗迹受到保护。该校素有“耶稣会常春藤”之称，也是“新常春藤”之一。波士顿学院的校名虽称作“学院”，但事实上是全美一级国家级大学的成员之一。该校现设有9个学院，共设有50个学科，热门专业包括：传播学、金融、英语及文学、政治学及政府学以及历史学。波士顿学院被福布斯2024年评选为10所受雇主青睐的私立“新常春藤”大学之一。,https://www.compassedu.hk/univ_238_12
150,加州大学圣塔芭芭拉分校,University of California, Santa Barbara,39,公立常春藤|环太平洋大学联盟|国际公立大学论坛|美国大学理事会,undefined,https://www.compassedu.hk/univ_150_12
152,威斯康星大学麦迪逊分校,University of Wisconsin-Madison,39,公立常春藤|十大联盟|美国大学协会,威斯康星大学麦迪逊分校，成立于1848年，是世界高等教育史上具有划时代意义的“威斯康星思想”的发源地。该校是美国最著名的公立大学之一，属于威斯康星大学系统的旗舰分校，也是世界著名的研究性大学。在Gourman关于大学部教育的报告中，它列于加州柏克莱大学和密歇根大学之后，排在公立大学的第三位。该校是北美顶尖大学学术联盟“美国大学协会”的创始会员之一，被誉为“公立常春藤”大学。威斯康星大学麦迪逊分校现设有20个学院，研究生院授予文学硕士、理学硕士等10个硕士学位，听力学博士、音乐艺术博士等5个博士学位。,https://www.compassedu.hk/univ_152_12
139,波士顿大学,Boston University,41,美国大学协会,undefined,https://www.compassedu.hk/univ_139_12
163,俄亥俄州立大学,Ohio State University,41,美国大学协会|大十联盟,俄亥俄州立大学，简称OSU，是一所位于俄亥俄州首府哥伦布市的公立研究型赠地大学。该校创建立于1870年，是最早加入美国大学协会以及十大联盟成员，被誉为公立常春藤。该校开设的专业几乎涵盖所有学术领域，尤以经济学、商学，工程学，物理学等学科于世界名列前茅，其商学院是AACSB在1916年的最初16所创始成员之一。该校主校区占地面积65平方千米，是全美面积最大的校园之一，在美国占地排名第三。,https://www.compassedu.hk/univ_163_12
143,罗切斯特大学,University of Rochester,44,新常春藤|美国大学协会|世界大学联盟,罗切斯特大学，位于美国纽约州罗切斯特市，成立于1850年，是美国一所综合性私立研究型大学，是新常春藤，美国大学协会和世界大学联盟成员。截至2024年4月，该校有7个教学单位，开设学士、硕士和博士学位课程200多个，其中伊斯曼音乐学院长年被U.S.News评为美国顶尖音乐学院，光学研究所是美国三大光学中心之一。除此之外，素有“医学预科天堂”之称的罗彻斯特大学在理科以及金融经济学方面也造诣颇深，其中物理学、生物医学工程、经济学、护理、临床心理学、电脑、化学、生物、公共卫生和光学等专业素享盛誉。,https://www.compassedu.hk/univ_143_12
165,马里兰大学帕克分校,University of Maryland, College Park,44,公立常春藤|大十联盟|大西洋海岸联盟|Universitas 21,马里兰大学帕克分校（UMD或Maryland）是一所在美国排名前列，并在全世界范围内拥有一定知名度的公立研究性大学。大学创建于1856年，是马里兰大学系统的旗舰分校，同时也是马里兰州以及华盛顿都会区最大的大学，被认为是公立常春藤院校之一，是美国大学协会、Universitas21、美国知名体育联盟十大联盟、华盛顿都会区大学联合会的成员校。作为马里兰州高等教育的典范和办学规模最大的学校，马里兰大学坚持以科研为特色，下设13个学院，授予本科、硕士、博士学位和各种技术职称。,https://www.compassedu.hk/univ_165_12
106,维克森林大学,Wake Forest University,46,大西洋海岸联盟,维克森林大学，建于1834年，坐落于美国北卡罗来纳州，是一所综合研究型大学，因小班制教学体制而闻名。该校是美国南方一所能与“常春藤”盟校比肩的精英学府，多年以来在全美大学排名中稳居前三十。维克森林大学设有数十个学科专业，涉及领域较广，主要有医学、解剖学、人类学、生物、生物计算机、数学、微生物学、分子遗传学、植物学、经济学、化学、工商行政管理学、教育学、免疫学、物理学、哲学、病毒学等。,https://www.compassedu.hk/univ_106_12
147,里海大学,Lehigh University,46,爱国者联盟,里海大学（Lehigh University），创校于1865年，是美国一所历史悠久的私立研究型院校，属于爱国者联盟成员。里海大学是全美顶级的研究型学府之一，设有工程与应用科学学院、艺术与科学学院、商学院和教育学院四个主要学院。该校以工科为重点，其工程学在全国素享盛誉，学校不但配有先进的硬件设施，而且汇集了许多知名学者，极大地增强了工科的科研实力。该校先后有680名教授及校友被授予诺贝尔奖、普利策奖、富布赖特奖学金，以及获得美国艺术与科学院院士和美国国家科学院院士等殊荣。,https://www.compassedu.hk/univ_147_12
151,华盛顿大学,University of Washington,46,公立常春藤|帕克十二联盟|环太平洋大学联盟|国际大学气候联盟,华盛顿大学（UW），是一所位于西雅图的研究型州立大学。该校创建于1861年，是美国西岸设立最早的大学之一，也是美国西北部最大的大学，被誉为公立常春藤。该校是美洲大学协会、环太平洋大学联盟成员之一，并被美国国家科学基金会分类为“授予博士学位的大学-极高学术产出”的大学。华盛顿大学拥有世界最顶尖的教师队伍，在该州的六所公立大学中，作为旗舰的华盛顿大学于医学、工程、科学均有大量建树，其学术成就和社会声望获取了广泛认可。截至2024年5月，华盛顿大学设有西雅图、博塞尔和塔科马共三个校区，设有16个学院。,https://www.compassedu.hk/univ_151_12
174,佐治亚大学,University of Georgia,46,公立常春藤,"佐治亚大学（UGA）创立于1785年，坐落于美国佐治亚州雅典市，是美国最早建立的公立大学和佐治亚州大学系统旗舰级大学，也是该州规模最大的高等院校，被誉为美国南方三所公立常春藤大学之一。佐治亚大学开设79种学位项目，每年招收26,000多名本科生和9,000多名研究生。该校传播学院与公共行政学院为全美最顶尖的五所学校之一，并为美国电视花生人奖的主办大学。",https://www.compassedu.hk/univ_174_12
146,凯斯西储大学,Case Western Reserve University,51,美国大学协会,凯斯西储大学，简称CWRU，位于俄亥俄州，是美国私立研究型大学，也是美国大学协会早期的成员之一，是俄亥俄州评价最高的大学，在美国备受推崇。该校规模相对较小，但在各领域的研究成果毫不逊色，其以研究为导向的学风与杰出的研究成果使该校一直是获得联邦研究基金最多的20所私立大学之一。该校共有八所学院，提供100多个本科生课程和大约160个研究生和专业课程选择。在学术方面，该校被卡内基教学促进基金会归类为最高的第一级研究型大学。凯斯西储大学有17位诺贝尔奖得主，美国历史上第一位本土诺贝尔奖获得者就出自该校（1907年物理学奖）。,https://www.compassedu.hk/univ_146_12
166,德州农工大学,Texas A&M University,51,美国大学协会|东南联盟|国际大学气候联盟,得州农工大学（缩写为A&M或TAMU），创于1876年，位于美国得克萨斯州科利奇站，是美国得克萨斯州第一所公立大学、全美第六大公立高校、全美十大工程名校和研究型大学，属于美国大学协会、东南联盟和国际大学气候联盟成员。作为一所传统理工科强校，TAMU在工程领域享有盛誉，并在2024年U.S.News全美工程学院排名中位列前十。同时，TAMU也是美国六所高级军事院校之一，接受NASA（美国航空航天局）及美国国防部资助。,https://www.compassedu.hk/univ_166_12
